Time,Stirrer,pH,DO,CER,OUR,RQ,Kla,Glu
36,600,7.31673,4.45091,23.75,26.99,0.88,113.85,3.93
37,600,7.60808,4.45091,22.81,27.82,0.82,118.37,4.01
38,600,7.71488,4.38703,22.42,28.38,0.79,119.25,4.12
39,600,7.7211,4.46688,22.7,30.27,0.75,120.68,4.14
40,600,7.71034,4.46688,22.62,30.99,0.73,119.4,4.23
41,600,7.80794,4.32316,22.55,30.07,0.75,119.7,4.3
42,600,7.82593,4.43494,22.95,30.2,0.76,120.31,4.42
43,600,7.92112,4.35509,24.31,31.57,0.77,123.73,4.35
44,600,7.91455,4.43494,24.09,31.7,0.76,119.23,4.4
45,600,7.91703,4.24331,24.34,31.21,0.78,119.81,4.44
46,600,7.9646,4.13152,24.71,32.09,0.77,119.88,4.5
47,600,7.92552,4.1954,24.79,31.38,0.79,119.78,4.71
48,600,7.91681,4.16346,24.6,31.95,0.77,120.03,4.7
49,600,7.9167,4.13152,24.35,31.22,0.78,120.4,4.82
50,600,7.93476,3.89198,24.62,31.97,0.77,121.01,4.94
51,600,7.94266,3.97183,24.42,31.31,0.78,121.16,5.03
52,600,7.9619,3.84408,24.48,30.6,0.8,121.48,5.11
53,600,7.96931,3.95586,24.69,31.25,0.79,121.18,5
54,600,7.96539,3.90795,24.13,30.54,0.79,120.76,5.09
55,600,7.96665,3.89198,24.37,30.46,0.8,122.93,4.83
56,600,7.96442,3.89198,24.78,31.77,0.78,121.43,4.81
57,600,7.96478,3.82811,24.94,31.57,0.79,121.92,4.73
58,600,7.9648,3.81214,24.88,31.9,0.78,121.99,4.64
59,600,7.96472,3.78438,24.15,30.19,0.8,121.44,4.51
60,600,7.95997,3.81632,24.61,31.15,0.79,121.63,4.52
61,400,7.96218,1.14826,23.97,29.59,0.81,115.6,4.31
62,400,7.96453,0.85244,23.78,28.31,0.84,112.91,4.28
63,400,7.96026,1.08438,22.99,27.05,0.85,109.25,4.34
64,400,7.96491,1.06841,23.21,26.68,0.87,105.36,4.11
65,400,7.96681,1.05244,22.91,26.64,0.86,101.92,4.12
66,400,7.96218,0.98857,22.84,26.56,0.86,96.39,4.04
67,400,7.96003,1.05244,22.34,26.28,0.85,92.48,3.93
68,400,7.96013,1.03647,23.51,27.02,0.87,89.93,3.94
69,400,7.96701,1.03647,23.24,27.02,0.86,85.77,3.89
70,400,7.96491,1.00454,22.15,26.37,0.84,81.96,4.03
71,400,7.9625,0.9726,22.67,26.67,0.85,78.12,3.74
72,400,7.94469,1.00454,22.25,26.49,0.84,75.63,3.51
73,400,7.78194,0.90872,23.12,26.88,0.86,73.89,3.41
74,400,7.86611,0.98857,23.37,26.86,0.87,72.4,3.44
75,400,7.91532,0.98857,22.78,26.8,0.85,72.94,3.33
76,400,7.94657,0.98857,22.89,26.93,0.85,72.33,3.21
77,400,7.96011,0.90872,22.61,26.92,0.84,71.86,3.23
78,400,7.96223,0.98857,22.01,26.52,0.83,71.92,3.24
79,400,7.99442,0.98857,22.42,26.38,0.85,71.04,3.15
80,400,7.96229,0.9726,21.76,26.54,0.82,70.58,3.05
81,400,7.96665,0.9726,22.03,26.54,0.83,70.15,3.11
82,400,7.96223,0.95663,21.89,26.37,0.83,69.84,3.05
83,400,7.96216,0.92469,21.67,26.11,0.83,69.79,2.94
84,400,7.96024,0.90872,22.03,25.92,0.85,69.57,2.93
85,400,7.91252,0.90872,22.21,26.44,0.84,68.82,2.82
86,400,7.9069,0.98857,21.89,26.7,0.82,68.45,2.73
87,400,7.94889,0.90872,22.35,26.61,0.84,68.23,2.64
88,400,7.96457,0.92469,22.17,26.71,0.83,67.41,2.6
89,400,7.96257,0.92469,22.54,26.83,0.84,67.51,2.71
90,400,7.96475,0.92469,22.85,26.88,0.85,66.8,2.63
91,400,7.9625,0.98857,22.31,26.88,0.83,66.38,2.65
92,400,7.96487,0.89275,22.76,27.1,0.84,66.03,2.52
93,400,8.0067,0.95663,22.97,27.35,0.84,65.63,2.58
94,400,7.99752,0.90872,23.15,27.24,0.85,65.37,2.54
95,400,7.96244,0.95663,23.67,27.52,0.86,64.85,2.62
96,400,7.95346,0.89275,23.43,27.89,0.84,64.5,2.54
97,400,7.9579,0.90872,23.76,27.95,0.85,64.39,2.5
98,400,7.95992,0.92469,23.44,27.9,0.84,63.76,2.44
99,400,7.95546,0.87678,23.5,27.98,0.84,63.35,2.43
100,400,7.95787,0.84484,23.86,28.07,0.85,62.94,2.42
101,400,7.96223,0.95663,22.97,27.67,0.83,62.54,2.32
102,400,7.96441,0.92469,23.67,27.52,0.86,62.2,2.25
103,400,7.95801,0.90872,23.45,27.27,0.86,61.38,2.25
104,400,7.9311,0.98857,22.78,27.12,0.84,61.4,2.14
105,400,7.95992,0.89275,23.01,27.07,0.85,61.33,2
106,400,7.96239,0.95663,23.34,27.14,0.86,60.63,1.93
107,400,7.94904,0.95663,23.56,27.08,0.87,60.16,1.85
108,400,7.95995,0.92469,23.44,27.26,0.86,59.88,1.84
109,400,7.94464,0.92469,23.03,27.42,0.84,59.53,1.82
110,400,7.96045,0.90872,22.78,27.45,0.83,59.17,1.83
111,400,7.90633,0.92469,22.61,27.57,0.82,58.79,1.73
112,400,7.96018,0.92469,22.16,27.36,0.81,58.25,1.7
113,400,7.84434,0.90872,22.36,27.27,0.82,58.12,1.71
114,400,7.96935,0.90872,22.94,27.64,0.83,57.94,1.62
115,400,7.66747,0.92469,22.64,27.61,0.82,57.41,1.64
116,400,7.80831,0.90872,23.14,27.55,0.84,56.79,1.5
117,400,7.67441,0.92469,23.73,27.59,0.86,56.85,1.42
118,400,7.73479,0.92469,23.02,27.08,0.85,56.25,1.3
119,400,7.85331,0.90872,22.67,27.31,0.83,55.86,1.35
120,400,7.84391,0.90872,22.97,27.35,0.84,56.75,1.14
1,400,5.03763,94.39596,2.16,2.04,1.06,7.59,0.52
2,400,5.07202,81.57675,4.33,4.08,1.06,11.6,0.61
3,400,5.07431,69.56363,6.02,5.57,1.08,15.1,0.67
4,400,5.08812,61.933,7.14,6.49,1.1,19.03,0.78
5,400,5.09909,55.86211,7.87,7.36,1.07,23.84,0.87
6,400,5.09447,48.30238,8.69,8.05,1.08,27.03,1.08
7,400,4.98494,41.16058,9.33,8.8,1.06,29.53,1.15
8,400,4.94862,32.62141,10.05,9.39,1.07,33.05,1.29
9,400,5.0161,26.98334,10.86,10.25,1.06,36.04,1.37
10,400,5.0882,22.94789,11.61,11.06,1.05,38.78,1.48
11,400,5.05574,19.7352,12.28,12.04,1.02,40.89,1.54
12,400,5.0999,15.48706,12.35,12.47,0.99,42.38,1.65
13,400,5.01468,11.60085,12.36,12.74,0.97,42.05,1.73
14,400,5.01202,8.01879,12.51,12.9,0.97,44.27,1.89
15,400,5.01193,6.06168,12.49,13.01,0.96,46.54,1.96
16,400,4.99851,5.04264,12.43,13.22,0.94,50.23,2.09
17,400,4.83407,4.09865,12.46,13.12,0.95,53.09,2.28
18,400,4.91028,3.97589,12.26,13.04,0.94,54.27,2.16
19,400,4.74933,4.09713,12.23,13.15,0.93,56.17,2.28
20,400,4.62419,4.14002,12.17,13.23,0.92,57.2,2.4
21,400,4.5317,4.11202,11.93,13.26,0.9,58.18,2.44
22,400,4.49957,4.25753,12.17,13.37,0.91,58.55,2.6
23,400,4.38212,5.8676,11.78,13.24,0.89,59.52,2.59
24,400,4.2353,6.08774,11.72,13.32,0.88,61.2,2.7
25,500,4.23715,8.07504,13.89,15.26,0.91,64.18,2.98
26,500,4.18641,6.47877,15.79,16.62,0.95,71.4,2.91
27,500,4.2898,6.07242,16.57,17.08,0.97,80.07,2.96
28,500,4.48518,4.2407,18.02,18.77,0.96,88.98,2.99
29,500,5.07963,4.0989,19.83,21.32,0.93,97.52,2.96
30,500,5.28212,3.34704,21.44,23.56,0.91,103.87,3.09
31,500,5.77951,2.88621,22.67,25.47,0.89,106.91,3.23
32,500,6.28908,2.95711,22.78,25.89,0.88,108.85,3.31
33,500,6.67987,2.63807,22.49,26.15,0.86,108.24,3.48
34,500,6.8988,2.88621,22.1,26.63,0.83,109.44,3.67
35,500,7.08665,3.74442,22.31,26.56,0.84,109.56,3.64
36,500,7.32259,3.74442,21.16,26.78,0.79,109.27,3.72
37,500,7.50744,3.53173,20.97,27.59,0.76,109.4,3.91
38,500,7.70993,3.56718,21.33,28.44,0.75,109.69,4.08
39,500,7.77783,3.46083,21.64,30.06,0.72,109.23,4.1
40,500,7.79402,3.76083,21.66,30.94,0.7,109.09,4.24
41,500,7.89669,4.34442,22.18,31.24,0.71,108.81,4.4
42,500,7.97774,4.46083,22.37,30.64,0.73,109.11,4.35
43,500,8.0128,4.24814,22.6,30.54,0.74,109,4.5
44,500,8.01096,4.46083,23.02,31.53,0.73,109.01,4.36
45,500,8.01652,4.95711,22.89,31.79,0.72,108.66,4.5
46,500,8.0145,4.77987,22.64,31.89,0.71,108.8,4.69
47,500,8.01193,4.06345,22.99,32.38,0.71,108.86,4.84
48,500,8.00334,3.5709,23.39,32.04,0.73,108.75,5.03
49,500,7.95417,3.17724,23.1,32.08,0.72,108.41,5.16
50,500,7.88373,3.24814,22.92,31.4,0.73,108.45,5.09
51,600,7.82977,8.60262,24.48,34.48,0.71,115.41,5.15
52,600,7.84589,7.16083,24.63,36.22,0.68,118.48,5.18
53,600,7.8945,6.46083,24.94,36.68,0.68,120.29,5.12
54,600,7.96439,6.42538,24.14,36.03,0.67,120.5,4.95
55,600,8.01578,6.56718,24.44,36.48,0.67,121.72,4.87
56,600,8.0134,6.03545,24.67,37.38,0.66,122.18,4.73
57,600,8.01156,6.0709,23.96,37.44,0.64,122.74,4.74
58,600,8.01381,6.10635,24.36,37.48,0.65,122.69,4.63
59,600,8.01606,6.17724,24.88,37.13,0.67,121.8,4.53
60,600,8.01381,6.21269,24.59,37.26,0.66,122.08,4.57
61,600,8.01831,6.24814,24.51,37.71,0.65,122.76,4.53
62,600,8.01165,6.04754,25.01,36.25,0.69,121.99,4.5
63,600,8.01303,6.0457,24.82,36.5,0.68,122.58,4.41
64,600,8.01418,6.10635,25.33,36.19,0.7,122.86,4.33
65,600,8.01528,6.03545,25.12,36.41,0.69,122.95,4.35
66,600,8.01592,6.04755,24.18,37.2,0.65,122.08,4.21
67,600,8.01381,6.10635,24.59,36.7,0.67,122.42,4.22
68,600,8.01106,6.10635,24.43,37.02,0.66,122.07,4.15
69,600,8.00381,6.17724,24.78,36.44,0.68,120.43,4.09
70,600,8.01381,6.54547,24.61,37.29,0.66,120.26,4.13
71,600,8.01055,6.54574,24.77,37.53,0.66,120.3,3.84
72,600,8.01427,6.03545,25.28,36.11,0.7,119.48,3.89
73,600,7.95186,6.03545,24.83,36.51,0.68,119.84,3.67
74,600,8.01565,6.17724,24.43,36.46,0.67,119.95,3.62
75,600,8.01606,6.45378,24.49,37.11,0.66,118.71,3.63
76,600,8.01606,6.10635,24.15,37.15,0.65,117.74,3.68
77,600,8.03693,6.21269,24.85,36.54,0.68,118.66,3.65
78,600,8.02652,6.38993,24.59,35.64,0.69,118.25,3.59
79,600,8.01487,6.21269,24.58,36.15,0.68,117.23,3.46
80,600,8.01496,6.10635,24.81,36.49,0.68,117.21,3.37
81,600,8.02606,6.10635,24.04,36.98,0.65,117.09,3.31
82,600,8.0361,6.38993,24.03,37.55,0.64,116.59,3.24
83,600,8.03803,6.10635,23.93,36.26,0.66,116.61,3.15
84,600,8.02606,6.46083,24.03,36.97,0.65,115.73,3.16
85,600,8.0134,6.17724,24.24,36.18,0.67,115.43,3.17
86,600,8.01578,6.42538,24.01,36.94,0.65,114.66,3.05
87,600,8.01771,6.24814,24.46,36.51,0.67,115.23,2.93
88,600,8.01193,6.56718,24.34,35.28,0.69,115.56,2.97
89,600,8.01606,6.46863,24.57,35.1,0.7,114.09,2.95
90,600,7.99229,6.48735,24.52,36.06,0.68,114.79,2.96
91,600,7.97431,6.42538,24.06,37.02,0.65,113.95,2.9
92,600,7.96514,6.24814,24.42,37,0.66,112.64,2.75
93,600,7.96508,6.24814,24.52,35.03,0.7,113.24,2.69
94,600,7.9753,6.04756,23.93,34.68,0.69,113.06,2.78
95,600,7.99004,5.63807,24.98,35.69,0.7,112.76,2.71
96,600,7.98105,5.84532,24.86,36.56,0.68,112.54,2.76
97,600,7.9788,5.98765,24.1,34.93,0.69,112.45,2.8
98,600,7.97305,6.21269,24.16,34.51,0.7,111.54,2.69
99,600,7.97045,6.10635,24.55,35.58,0.69,110.93,2.61
100,600,7.97206,6.53173,24.64,36.78,0.67,110.89,2.6
101,600,7.97206,6.54684,24.03,36.97,0.65,110.05,2.46
102,600,7.98105,6.31253,23.95,36.85,0.65,109.95,2.42
103,600,7.99679,6.24576,24.81,35.96,0.69,110.54,2.32
104,600,8.00112,6.14568,24.7,36.32,0.68,110.15,2.22
105,600,7.99679,6.04,24.25,36.19,0.67,109.35,2.07
106,600,7.9878,6.0709,23.95,37.42,0.64,109.72,1.83
107,600,8.00095,6.04564,24.14,36.58,0.66,108.99,1.87
108,600,8.0113,5.97854,24.08,37.05,0.65,108.08,1.84
109,600,8.01927,5.89754,24.02,35.32,0.68,107.74,1.92
110,600,8.01927,5.98758,24.28,36.79,0.66,107.48,1.87
111,600,8.03057,6.0709,24.02,36.95,0.65,107.69,1.76
112,600,8.04625,6.0456,24.71,35.81,0.69,106.33,1.88
113,600,8.06416,6.0709,25.06,36.32,0.69,106.33,1.76
114,600,8.09572,6.04567,24.17,36.62,0.66,105.88,1.7
115,600,8.1148,6.10635,24.32,35.76,0.68,105.95,1.62
116,600,8.14068,6.04567,24.06,37.02,0.65,104.76,1.51
117,600,8.17494,6.12475,24.53,35.55,0.69,105.06,1.44
118,600,8.19035,6.10635,25.07,36.33,0.69,103.93,1.58
119,600,8.20139,6.2456,24.19,37.22,0.65,102.86,1.44
120,600,8.09592,6.05465,24.3,36.82,0.66,103.28,1.49
1,300,5.06369,99.83406,2.17,2.21,0.98,10.01,0.46
2,300,5.01606,85.22381,3.01,3.04,0.99,13.48,0.51
3,300,4.98957,76.08015,3.78,3.78,1,16.45,0.59
4,300,4.93911,67.4443,4.87,4.77,1.02,19.01,0.76
5,300,5.04564,59.68388,5.64,5.48,1.03,21.64,0.87
6,300,5.07778,52.64873,7.22,6.88,1.05,23.91,1.05
7,300,5.06207,42.41869,7.71,7.34,1.05,26.12,1.04
8,300,5.08168,33.30368,7.98,7.39,1.08,27.94,1.16
9,300,5.08756,24.30368,8.37,7.68,1.09,29.24,1.37
10,300,5.08104,17.26534,8.35,7.88,1.06,30.91,1.51
11,300,5.05629,10.95862,8.33,8.01,1.04,32.1,1.55
12,300,5.03003,7.72859,8.34,8.18,1.02,34.71,1.63
13,300,5.02256,4.53689,8.35,8.27,1.01,36.94,1.77
14,300,5.01609,5.30686,8.36,8.44,0.99,39.13,1.85
15,300,5.01112,4.80845,8.32,8.67,0.96,41.23,1.94
16,300,4.99101,4.57842,8.42,8.68,0.97,43.77,2.15
17,300,4.91407,4.34077,8.34,8.78,0.95,46.31,2.18
18,300,4.81229,4.3261,8.37,8.9,0.94,47.89,2.1
19,300,4.78656,4.50825,8.34,9.07,0.92,49.21,2.25
20,300,4.64345,5.2526,8.42,8.96,0.94,50.49,2.28
21,300,4.59447,9.82451,8.31,9.13,0.91,50.13,2.4
22,300,4.49296,7.86921,8.27,9.29,0.89,50.48,2.51
23,300,4.37248,5.95226,8.28,9.52,0.87,51.12,2.55
24,300,4.28152,4.72541,8.21,9.55,0.86,51.34,2.65
25,600,4.18354,50.26852,8.26,9.83,0.84,51.9,2.87
26,600,4.08567,24.88513,16.27,16.95,0.96,59.12,2.93
27,600,4.27918,10.73495,26.1,23.73,1.1,66.76,2.82
28,600,4.52639,5.19821,24.71,23.31,1.06,73.21,2.92
29,600,4.94697,5.08637,24.46,23.52,1.04,80.86,2.96
30,600,5.48907,5.38637,24.17,23.7,1.02,87.23,3.04
31,600,6.01105,5.54132,24.02,24.02,1,93.22,3.17
32,600,6.43067,5.49786,23.72,24.45,0.97,99.12,3.31
33,600,6.79525,5.47454,23.42,24.91,0.94,107.24,3.53
34,600,6.88092,5.55281,23.17,25.74,0.9,114.48,3.62
35,600,7.01451,5.51447,23.21,26.68,0.87,118.76,3.65
36,600,7.29676,5.46452,23.75,28.27,0.84,120.24,3.79
37,600,7.42346,5.39751,23.01,28.76,0.8,120.94,3.93
38,600,7.51472,5.25654,22.42,29.12,0.77,120.66,4.05
39,600,7.61457,5.26592,22.7,30.68,0.74,120.87,4.17
40,600,7.71923,5.58108,22.62,31.86,0.71,120.15,4.28
41,600,7.7965,5.62312,22.45,30.75,0.73,120.37,4.4
42,600,7.87926,8.89308,22.95,31.88,0.72,120.95,4.32
43,600,7.89237,8.00969,24.31,31.17,0.78,120.93,4.45
44,600,7.88829,6.08637,24.19,31.83,0.76,120.09,4.43
45,600,7.89112,5.59115,24.34,31.61,0.77,120.4,4.31
46,600,7.93915,5.59274,24.61,31.55,0.78,120.38,4.53
47,600,7.92366,5.61111,24.79,31.78,0.78,120.09,4.71
48,600,7.97088,5.50104,24.9,31.13,0.8,120.39,4.85
49,600,7.97047,5.53108,24.35,31.62,0.77,120.82,4.9
50,600,8.03703,5.63267,24.62,31.16,0.79,121.43,5.02
51,600,8.01897,5.6726,24.42,31.31,0.78,121.53,5.09
52,600,8.01679,5.50263,24.48,31.79,0.77,121.69,5.16
53,600,8.00808,5.53426,24.69,31.65,0.78,121.67,4.97
54,600,8.01698,5.5809,24.13,31.75,0.76,121.7,4.91
55,600,8.00771,5.57419,24.37,31.65,0.77,121.47,4.86
56,600,8.01676,5.56748,24.78,31.37,0.79,121.61,4.6
57,600,8.01482,5.56076,24.94,31.57,0.79,121.99,4.69
58,600,8.01939,5.48409,24.88,31.49,0.79,122.3,4.68
59,600,8.01459,5.48409,24.15,31.78,0.76,122.27,4.51
60,600,8.01685,5.1007,24.61,31.15,0.79,122.49,4.5
61,600,8.01488,5.33073,24.45,31.75,0.77,122.36,4.55
62,600,8.01229,5.29239,24.73,31.71,0.78,122.54,4.45
63,600,8.01252,5.1007,24.33,32.01,0.76,122.78,4.48
64,600,8.01453,5.02402,24.92,31.54,0.79,122.41,4.34
65,600,8.00819,5.13903,24.73,31.71,0.78,122.04,4.22
66,600,8.0145,4.98568,25.02,31.67,0.79,121.77,4.21
67,600,7.8745,4.94734,25.31,31.64,0.8,121.33,4.21
68,600,7.76429,4.94734,25.46,31.83,0.8,121.61,4.19
69,600,7.77986,5.29239,24.97,32.43,0.77,120.98,4.17
70,600,7.75528,5.21571,24.61,31.55,0.78,120.37,4.07
71,600,7.78879,5.36907,24.55,31.47,0.78,119.96,3.98
72,600,7.82478,5.14063,24.82,31.42,0.79,119.85,3.88
73,600,7.86066,5.14063,24.49,31.81,0.77,119.31,3.79
74,600,7.89888,5.14063,24.71,31.68,0.78,119.68,3.7
75,600,7.93668,5.14063,24.62,31.97,0.77,119.05,3.61
76,600,7.97437,5.06395,24.98,31.62,0.79,118.59,3.56
77,600,8.04462,5.06395,25.03,31.68,0.79,117.49,3.51
78,600,8.05482,5.06395,24.89,31.51,0.79,117.93,3.42
79,600,8.0146,4.93243,24.35,31.62,0.77,117.29,3.46
80,600,8.01247,4.91059,24.17,31.39,0.77,117.12,3.49
81,600,8.01665,4.87225,24.78,32.18,0.77,116.61,3.32
82,600,8.0447,4.71889,24.59,31.94,0.77,116.59,3.25
83,600,8.04475,4.87225,24.41,31.7,0.77,116.08,3.11
84,600,8.01221,4.83391,24.79,31.78,0.78,115.97,3.3
85,600,8.05013,4.83391,24.92,31.54,0.79,115.32,3.04
86,600,8.0725,4.91059,24.64,32,0.77,115.11,3.01
87,600,8.01668,4.68056,24.55,31.88,0.77,114.61,2.9
88,600,8.01453,4.71889,24.93,31.16,0.8,114.76,2.99
89,600,8.0145,4.83391,25.19,31.49,0.8,114.46,2.84
90,600,7.8552,4.83391,24.87,32.72,0.76,113.96,2.86
91,600,7.76363,4.71889,25.11,31.39,0.8,113.73,2.79
92,600,7.64747,4.75723,24.97,31.21,0.8,113.03,2.76
93,600,7.63922,4.75723,24.61,31.55,0.78,112.41,2.75
94,600,7.66636,4.71889,24.43,32.14,0.76,112.64,2.74
95,600,7.67352,4.91059,24.89,31.11,0.8,112.35,2.63
96,600,7.65085,4.75723,24.97,31.21,0.8,111.8,2.67
97,600,7.65306,4.83391,24.73,32.12,0.77,111.45,2.5
98,600,7.71769,4.75723,24.56,31.9,0.77,111.37,2.51
99,600,7.79639,4.91059,24.97,31.61,0.79,110.97,2.58
100,600,7.85091,4.71889,24.35,31.62,0.77,110.52,2.48
101,600,7.80042,4.83391,24.41,31.7,0.77,110.43,2.42
